added_by,artist,banner,buy_enabled,description,download_enabled,downloads,host,listens,rating_count,rating_score,release_date,streaming_enabled,title,tracks,views
flybeats09,Various Artists,exclusive,no,Ghost Bars Presented By STYLES P Featuring Some Of The Hardest MCs From Across The Globe All On One Project!,yes,286,,11279,4,4,8/19/2020,yes,Ghost Bars,31,21552
flybeats09,Various Artists,exclusive,no,,yes,352,,5272,4,4,8/19/2020,yes,Ghost Bars 1.5,24,12005
flybeats09,Trinidad James & Fyre.,sponsored,no,"New mixtape from Trinidad James & Fyre. ""Black Filter"" available now on DatPiff!",yes,414,,16039,13,2,8/16/2020,yes,Black Filter,13,20767
Hustlehearted1,TeeJayx6,none,no,New mixtape from TeeJayx6 - X6 available now on DatPiff!,no,,,6759,12,1,8/15/2020,yes,X6,13,10816
flybeats09,Dame D.O.L.L.A.,sponsored,no,"New EP from Dame D.O.L.L.A. ""Live From The Bubble"" available now on DatPiff!",yes,640,,38728,22,4,8/15/2020,yes,Live From The Bubble,4,50583
Hustlehearted1,Ransom,none,yes,New project from Ransom - Directors Cut Scene 3 available now on DatPiff!,no,,,24037,18,4,8/14/2020,yes,Directors Cut Scene 3,10,30046
flybeats09,Young Dolph,none,yes,,no,,,134137,66,5,8/14/2020,yes,Rich Slave,16,120662
Hustlehearted1,03 Greedo & Ron-RonTheProducer,exclusive,yes,New project from 03 Greedo & Ron-RonTheProducer - Load It Up Vol. 01 available now on DatPiff!,no,,,8844,13,3,8/13/2020,yes,Load It Up Vol. 01,19,14137
Hustlehearted1,Dave East,none,yes,New project from Dave East - Karma 3 available now on DatPiff!,no,,,326125,90,5,8/13/2020,yes,Karma 3 (Deluxe),23,311294
Hustlehearted1,Bigg Rod & AMP Wayne,none,no,New mixtape from Bigg Rod & AMP Wayne - Bout Time available now on DatPiff!,yes,30,,209,1,5,8/14/2020,yes,Bout Time,9,2107
Hustlehearted1,Tommy Poe,none,no,New mixtape from Tommy Poe - Poe Man's Dream available now on DatPiff!,yes,51,,1502,1,5,8/14/2020,yes,Poe Man's Dream,9,3351
Hustlehearted1,Trenacote Shawty,none,no,New mixtape from Trenacote Shawty - 2 Real 4 The Industry available now on DatPiff!,yes,53,,1884,5,4,8/14/2020,yes,2 Real 4 The Industry,14,3319
Hustlehearted1,YN Jay,none,yes,New mixtape from YN Jay - Coochie Land available now on DatPiff!,no,,,4409,5,3,8/14/2020,yes,Coochie Land,10,8108
Hustlehearted1,TEC,none,yes,New mixtape from TEC - 8 Legged Explosive available now on DatPiff!,no,,,16507,16,3,8/14/2020,yes,8 Legged Explosive,16,18161
Hustlehearted1,Trav,none,yes,New mixtape from Trav - Nothing Happens Overnight available now on DatPiff!,no,,,17122,11,3,8/14/2020,yes,Nothing Happens Overnight,12,19093
hustlehearted,Friday Fontana,exclusive,no,New mixtape from Friday Fontana - Underdog available now on DatPiff!,yes,166,,4107,5,4,8/11/2020,yes,Underdog,10,8227
hustlehearted,2FeetBino,none,yes,New mixtape from 2FeetBino - A Story Never Told available now on DatPiff!,no,,,2055,1,0,8/10/2020,yes,A Story Never Told,14,3787
hustlehearted,C Struggs,none,yes,"New mixtape from C Struggs ""Brad Jordan Jr"" available now on DatPiff!",no,,,11371,9,5,8/10/2020,yes,Brad Jordan Jr,13,12464
flybeats09,Rod Wave,none,no,"New mixtape from Rod Wave ""Pray 4 Love"" Deluxe version available now on DatPiff!",no,,,98777,30,5,8/7/2020,yes,Pray 4 Love (Deluxe),25,89015
hustlehearted,Bobby Fishscale,none,yes,"New mixtape from Bobby Fishscale ""The Last Re-Up"" available now on DatPiff!",no,,,17907,8,4,8/8/2020,yes,The Last Re-up,8,21597
flybeats09,Amine,none,no,,no,,,13934,20,4,8/7/2020,yes,Limbo,14,19295
hustlehearted,Boogotti Kasino,none,yes,New mixtape from Boogotti Kasino - 1638 : Life's a Gamble available now on DatPiff!,no,,,16391,8,4,8/7/2020,yes,1638 : Life's A Gamble,15,19169
hustlehearted,NLE Choppa,none,yes,"New project from NLE Choppa ""Top Shotta"" available now on DatPiff!",no,,,42731,37,3,8/7/2020,yes,Top Shotta,20,45125
hustlehearted,Lil Keed,none,yes,"New project from Lil Keed ""Trapped on Cleveland 3"" available now on DatPiff!",no,,,64657,37,4,8/7/2020,yes,Trapped On Cleveland 3,19,64463
flybeats09,FCG Heem,sponsored,no,"New EP from FCG Heem ""Street Virus"" available now on DatPiff!",yes,99,,2479,3,3,8/7/2020,yes,Street Virus EP,4,5673
flybeats09,Dj The Rapper,none,no,"New mixtape from Dj The Rapper ""Problem Child"" available now on DatPiff!",no,,,5481,4,4,8/7/2020,yes,Problem Child,12,7532
hustlehearted,RoadRunner Savy,none,yes,"New EP from RoadRunner Savy ""Exit 5"" available now on DatPiff!",no,,,787,2,5,8/7/2020,yes,Exit 5,5,2843
hustlehearted,VD Route Kiro,sponsored,no,New mixtape from VD Route Kiro - Pick 5 available now on DatPiff!,yes,57,,1597,4,1,8/7/2020,yes,Pick 5,6,3982
streetkingpin,Only1Skoota,exclusive,yes,"Easy Street Family Presents Atlanta, GA. rapper and recording artist Only1Skoota. Fresh off a successful release for ""Really Rich"" the ""Westside"" native is back with another full length project to keep you vining through the summer. 11 Tracks of non-stop bangers this project is sure to deliver on that hot sound you've come to expect from this rising superstar. Taking over the Atlanta HipHop scene was easy, no it's time for the world to get their ""Weight Up"" available on all streaming platforms ""Weight Up"" https://untd.io/r/AAFUwvvEi8X7 contact: Esf.familyinc@gmail.com All Links: http://www.linktr.ee/only1skoota",no,,,4506,6,4,8/3/2020,yes,Weight Up,11,9652
hustlehearted,Various Artists,sponsored,no,New mixtape from CutMaster C - Simplify Your Life available now on DatPiff YouTube!,yes,60,CUTMASTER C,713,1,0,8/3/2020,yes,Simplify Your Life,18,4872
kdough,Various Artists,none,yes,,no,,Traps-N-Trunks,21112,10,4,8/2/2020,yes,Strictly 4 The Traps N Trunks (Long Live Bankroll Fresh Edition 5),21,29244
hustlehearted,Jonesy Boy,none,no,New mixtape from Jonesy Boy - I'm Innocent 2 available now on DatPiff!,yes,19,,160,0,0,8/3/2020,yes,I'm Innocent 2,14,2294
hustlehearted,Benny The Butcher,none,no,New mixtape from Benny The Butcher & DJ Drama - Black Soprano Family available now on DatPiff!,no,,DJ Drama,46106,51,5,8/1/2020,yes,Black Soprano Family,8,51995
flybeats09,La Gualla,exclusive,no,"New mixtape from La Gualla ""Gualla Season"" available now on DatPiff!",yes,146,,2952,10,2,8/1/2020,yes,Gualla Season,12,8685
hustlehearted,"Hit-Boy, Dom Kennedy & Courtesy Of Half-a-mil",none,no,"New project mixtape from Hit-Boy, Dom Kennedy & Courtesy of half-a-mil - Also Known As available now on DatPiff!",no,,,14368,29,5,7/31/2020,yes,Also Known As,11,21477
wizkhalifa,Wiz Khalifa,exclusive,no,"The 3rd single off Wiz Khalifa's upcoming mixtape ""Big Pimpin"" available now exclusively on DatPiff!",yes,1241,Taylor Gang,39216,43,3,7/31/2020,yes,Top Down (Single),1,70905
hustlehearted,SODLiMan,none,yes,New mixtape from SODLiMan - Yung Rich & Federal available now on DatPiff!,no,,,2084,2,3,7/31/2020,yes,Yung Rich & Federal,17,4791
skullygod,Skully God,sponsored,no,Skully God's sophomore mixtape.,no,,,2430,4,4,7/31/2020,yes,Ice Dad,6,5516
flybeats09,Sleepy Hallow,none,no,"New EP from Sleepy Hallow ""The Black House"" available now on DatPiff!",no,,,7792,9,4,7/31/2020,yes,The Black House,5,12173
hustlehearted,LilCJ Kasino,none,yes,New mixtape from LilCJ Kasino - N.I.K.E. available now on DatPiff!,no,,DJ Scream,8061,15,3,7/31/2020,yes,N.i.k.e.,15,12309
flybeats09,Desiigner,none,no,"New EP from Desiigner ""Diamonds Forever"" available now on DatPiff!",no,,,11300,25,4,7/31/2020,yes,Diamonds Forever,2,22017
hustlehearted,901 Trapboi,sponsored,no,"New mixtape from 901 Trapboi ""Trap Back 2"" available now on DatPiff!",yes,92,,1446,2,3,7/30/2020,yes,Trap Back 2,9,4245
hustlehearted,JReady,sponsored,no,New mixtape from Jready - Jready Caesar available now on DatPiff!,yes,13,,51,0,0,7/30/2020,yes,Jready Caesar,12,2405
hustlehearted,Dope Official,sponsored,no,New mixtape from Dope Official - Living Through My Sins available now on DatPiff!,yes,19,,51,0,0,7/30/2020,yes,Living Through My Sins,15,2136
hustlehearted,KDSoHell,sponsored,no,New mixtape from KDSoHell - Been Havin' available now on DatPiff!,yes,31,,61,0,0,7/30/2020,yes,Been Havin',10,2182
hustlehearted,Lil Stoney,sponsored,no,New mixtape from Lil Stoney - Molly And E&J available now on DatPiff!,yes,34,,109,2,5,7/30/2020,yes,Molly And E&j,10,2272
hustlehearted,Soulja Boy,none,yes,New mixtape from Soulja Boy - King Soulja 9 available now on DatPiff!,no,,SODMG,13762,49,3,7/28/2020,yes,King Soulja 9,11,21460
hustlehearted,TeeJay3k,none,yes,New EP from TeeJay3k - Introvert: Side B available now on DatPiff!,no,,,1850,6,4,7/29/2020,yes,Introvert: Side B,4,5437
trapaholics,YFN Traepound,none,no,YFN Traepound- Airborne Hosted by Trap-A-Holics,yes,203,Trap-A-Holics,4157,9,3,7/26/2020,yes,Airborne,16,7922
DJYoungShawn,Ant200,exclusive,no,"Follow @Ant200, @DJ_YoungShawn, & @DJKingDream",yes,250,"DJ Young Shawn, DJ King Dream",4078,18,4,7/25/2020,yes,I Don't Know Nothing 3,7,9197
flybeats09,420 Stunna,exclusive,no,"New mixtape from 420 Stunna ""Stunnavelli"" available now on DatPiff!",yes,339,,10515,21,1,7/25/2020,yes,Stunnavelli,8,18287
flybeats09,The Kid LAROI,none,yes,,no,,,23998,74,4,7/24/2020,yes,F*CK LOVE,15,36083
flybeats09,Calboy,none,yes,"New mixtape from Calboy ""Long Live The Kings (Deluxe)"" available now on DatPiff!",no,,,35313,44,4,7/24/2020,yes,Long Live The Kings (Deluxe),12,43110
flybeats09,Sada Baby,none,yes,"New mixtape from Sada Baby ""Bartier Bounty 2"" available now on DatPiff!",no,,,42886,94,4,7/24/2020,yes,Bartier Bounty 2,18,53208
flybeats09,Curren$y & Harry Fraud,none,yes,"New mixtape from Curren$y & Harry Fraud ""The OutRunners"" available now on DatPiff!",no,,,121916,236,5,7/24/2020,yes,The OutRunners,9,123155
hustlehearted,Since99,none,yes,New mixtape from Since99 - 99 Overall available now on DatPiff!,no,,,904,18,3,7/24/2020,yes,99 Overall,14,5727
flybeats09,Buckem & Juugman,sponsored,no,"New EP from Buckem & Juugman ""Solid Juugin"" available now on DatPiff!",yes,100,,1348,7,4,7/24/2020,yes,Solid Juugin,5,5503
flybeats09,Nuski2Squad,none,yes,"New mixtape from Nuski2Squad ""Lost Child"" available now on DatPiff!",no,,,1884,14,5,7/24/2020,yes,Lost Child,15,6470
hustlehearted,Baby Yungin,none,yes,New mixtape from Baby Yungin - Life Of A Soldier available now on DatPiff!,no,,,2241,21,5,7/24/2020,yes,Life Of A Soldier,12,7007
flybeats09,Dirty Tay,sponsored,no,"New mixtape from Dirty Tay ""Too Turnt Up"" available now on DatPiff!",yes,410,,7837,27,4,7/24/2020,yes,Too Turnt Up,15,13395
flybeats09,Peso Peso,none,yes,"New mixtape from Peso Peso ""Mi Vida Loka"" available now on DatPiff!",no,,,10526,57,4,7/24/2020,yes,Mi Vida Loka,12,17668
flybeats09,Lupe Fiasco,none,yes,"New EP from Lupe Fiasco ""House"" available now on DatPiff!",no,,,18993,96,4,7/24/2020,yes,House (EP),5,40142
flybeats09,Richie Wess,exclusive,yes,"New mixtape from Richie Wess ""Trained To Go"" available now on DatPiff!",no,,,2576,21,3,7/22/2020,yes,Trained To Go,10,10031
kdough,Juliano,exclusive,yes,,no,,,167,2,5,7/19/2020,yes,Spiritual Warfare,7,4344
hustlehearted,Baby Smoove,none,yes,New mixtape from Baby Smoove - Im Still Perfect available now on DatPiff!,no,,,2670,14,4,7/19/2020,yes,Im Still Perfect,15,7749
KPReilly02,Wiz Khalifa Ft. Bootsyano,exclusive,no,"New single from Wiz Khalifa ""Smoke Screen"" featuring Bootsyano off his upcoming mixtape!",no,,Taylor Gang,29278,136,4,7/17/2020,yes,Smoke Screen (Single),1,76409
flybeats09,OBN Jay,none,yes,"New mixtape from OBN Jay ""No Commercial Breaks"" available now on DatPiff!",no,,,4305,21,3,7/17/2020,yes,No Commercial Breaks,12,12040
hustlehearted,Q Da Fool,none,yes,New mixtape from Q Da Fool - Deaf Wish available now on DatPiff!,no,,,4541,32,4,7/17/2020,yes,Deaf Wish,8,12169
Dablock365,Various Artists,exclusive,no,if you need marketing and blogs or a official website hit up @520promotions on Instagram,yes,399,,4918,12,5,7/17/2020,yes,East Side Raps (series Presented By Dave East),51,16119
flybeats09,Sheff G,none,no,"New mixtape from Sheff G ""Just 4 Yall"" available now on DatPiff!",no,,,12422,64,4,7/17/2020,yes,Just 4 Yall,5,21933
flybeats09,600 Breezy,none,yes,"New project from 600 Breezy ""Iceman Edition 2"" available now on DatPiff!",no,,,14331,54,3,7/17/2020,yes,Iceman Edition 2,10,29605
flybeats09,Joey Bada$$,none,yes,"New EP from Joey Bada$$ ""The Light Pack"" available now on DatPiff!",no,,,21618,175,4,7/17/2020,yes,The Light Pack,3,50253
gotinstrumental,Cooli Highh,exclusive,no,Here is a 9 HRS by Cooli Highh. Hosted by DJ  V.I.P.,yes,297,DJ  V.I.P.,3128,22,4,7/17/2020,yes,9 Hrs,17,9829
hustlehearted,Sleepy Rose,sponsored,yes,"New mixtape from Sleepy Rose ""Ethereal Hell Edition"" available now on DatPiff!",no,,,1720,12,4,7/16/2020,yes,Ethereal Hell Edition,10,8859
hustlehearted,Icewear Vezzo,none,yes,New mixtape from Icewear Vezzo - Robbin Season 2 available now on DatPiff!,no,,,16454,49,4,7/16/2020,yes,Robbin Season 2,16,31115
flybeats09,NoCap,none,yes,,no,,,65345,120,4,7/16/2020,yes,Steel Human,16,70438
hustlehearted,Ocho Sneak,none,yes,New EP from Ocho Sneak - Hunger Story 2 available now on DatPiff!,no,,,949,10,4,7/17/2020,yes,Hunger Story 2,6,6874
hustlehearted,ELVy The God,none,yes,New mixtape from eLVy The God - Brainiac Music available now on DatPiff!,no,,,1284,18,4,7/17/2020,yes,Brainiac Music,11,7098
hustlehearted,Bloody Jay,sponsored,no,"New mixtape from Bloody Jay ""Happy Birthday Tribute"" available now on DatPiff!",yes,255,,4189,14,4,7/15/2020,yes,Happy Birthday Tribute,22,9422
flybeats09,Woop & 9lokknine,sponsored,no,"New mixtape from Woop & 9lokknine ""7-14 14-7"" available now on DatPiff!",yes,1030,,23872,51,4,7/14/2020,yes,7-14 14-7,6,35730
hustlehearted,Gerald Walker,none,yes,"New mixtape from Gerald Walker ""What Happened In Between..."" available now on DatPiff!",no,,,2522,23,4,7/14/2020,yes,What Happened In Between...,4,10977
hustlehearted,RoadRunner TB,none,yes,,no,,,2475,14,4,7/13/2020,yes,Mind Of The Blender,11,8556
flybeats09,L.A.D Aka LA The Darkman,exclusive,no,,yes,1960,,16619,77,5,7/11/2020,yes,Wu La Familia,24,32633
flybeats09,UnoTheActivist,none,no,"New mixtape from UnoTheActivist ""8"" available now on DatPiff!",no,,,7258,56,4,7/10/2020,yes,8,18,17847
flybeats09,Casey Veggies & Rockie Fresh,none,no,"New mixtape from Casey Veggies & Rockie Fresh ""Fresh Veggies 2"" available now on DatPiff!",no,,,15406,109,4,7/10/2020,yes,Fresh Veggies 2,14,33413
flybeats09,Tory Lanez,none,no,"New EP from Tory Lanez ""The VVS Capsule"" available now on DatPiff!",no,,,42339,139,4,7/10/2020,yes,The VVS Capsule (EP),2,91212
Dablock365,Various Artists,exclusive,no,"If you need marketing, blogs, and or a official website for your music hit up @520promotions on Instagram",yes,574,,8617,20,5,7/9/2020,yes,Back To The Streets (Series Presented By Jadakiss),51,28074
flybeats09,Fresho Franklin,sponsored,no,"New mixtape from Fresho Franklin ""18KG"" available now on DatPiff!",yes,121,,1810,17,3,7/8/2020,yes,18KG,6,5862
hustlehearted,SahBabii,none,yes,"New mixtape from SahBabii ""Barnacles"" avaialble now on DatPiff!",no,,,17665,87,4,7/8/2020,yes,Barnacles,16,28542
hustlehearted,Shyne Grady,none,no,"New mixtape from Shyne Grady ""Bittersweet"" available now on DatPiff!",no,,,1737,9,3,7/9/2020,yes,Bittersweet,12,5354
Dablock365,Various Artists,exclusive,no,if you need marketing and blogs or a official website hit up @520promotions on Instagram,yes,834,,7782,20,5,7/9/2020,yes,Back To The Streets Vol 2 (series Presented By Jadakiss),50,20158
flybeats09,Wiz Khalifa,exclusive,no,,no,,,76249,501,4,7/7/2020,yes,Slim Peter,1,172452
Hustlehearted1,G$ Lil Ronnie,none,yes,,no,,Hoodfame,6636,51,4,7/7/2020,yes,GGA 3 (Gang Gang Activity),13,15707
AloxNJ,Moet Diaz,exclusive,no,New self titled EP from Moet Diaz available now on DatPiff!,yes,729,,9869,85,4,7/7/2020,yes,Moet Diaz,7,25731
flybeats09,Ceezy,exclusive,no,"New project from Ceezy ""Sixth Man Of The Year"" available now on DatPiff!",yes,68,,275,4,4,7/6/2020,yes,Sixth Man Of The Year,10,3759
flybeats09,Jose Guapo,sponsored,no,"New mixtape from Jose Guapo ""Baby Face Nelson"" Hosted by Bigga Rankin available now on DatPiff!",yes,841,Bigga Rankin,12588,65,4,7/6/2020,yes,Baby Face Nelson,12,23264
flybeats09,Chevy Woods,exclusive,yes,"New mixtape from Chevy Woods ""Since Birth"" available now on DatPiff!",no,,,35012,129,4,7/3/2020,yes,Since Birth,14,53864
flybeats09,Devinnci,sponsored,no,"New mixtape from Devinnci ""Penitentiary Chances"" available now on DatPiff!",yes,985,,1848,9,3,7/3/2020,yes,Penitentiary Chances,9,6088
flybeats09,Falcon The God,exclusive,no,"New mixtape from Falcon The God ""City Of Dogs"" available now on DatPiff!",yes,223,,2521,29,3,7/3/2020,yes,City Of Dogs,10,14481
hustlehearted,Rich Espy,none,no,,no,,Hustle Hearted,2810,49,4,7/3/2020,yes,Rich B4 Rap,10,26494
flybeats09,Seven7Hardaway,none,yes,"New project from TBG artist Seven7Hardaway ""7X"" available now on DatPiff!",no,,TBG,10168,23,4,7/3/2020,yes,7x,7,16975
flybeats09,Philthy Rich,none,yes,"New mixtape from Philthy Rich ""Real Hate"" available now on DatPiff!",no,,,15180,68,4,7/3/2020,yes,Real Hate,18,26380
flybeats09,K CAMP & RARE Sound,none,no,"New mixtape from K CAMP & RARE Sound ""RARE Family"" available now on DatPiff!",no,,,20375,102,4,7/3/2020,yes,RARE Family,12,49887
flybeats09,Westside Gunn,none,no,"New mixtape from Westside Gunn ""Flygod Is An Awesome God 2""",no,,,22625,138,4,7/3/2020,yes,Flygod Is An Awesome God 2,14,37928
Dablock365,Various Artists,exclusive,no,if you need marketing and blogs or a official website hit up @520promotions on Instagram,yes,135,,1621,11,4,7/2/2020,yes,Barking To The Streets Vol 2 (series Presented By Bow Wow),50,8773
Dablock365,Various Artists,exclusive,no,if you need marketing and blogs or a official website hit up @520promotions on Instagram,yes,170,,1846,9,3,7/2/2020,yes,Barking To The Streets Vol 3 (series Presented By Bow Wow),36,9191
flybeats09,PimpDaddyPuff,exclusive,no,"New project from PimpDaddyPuff ""Nothing 2 Lose"" available now on DatPiff!",yes,195,,3056,13,2,7/1/2020,yes,Nothing 2 Lose,12,9123
flybeats09,Various Artists,exclusive,no,"Who Got Next 2.0 hosted by Jadakiss: 30 of the hottest up and coming artists are showcased from across the country stamped by the one and only Top 5 Doa, Jadakiss!",yes,997,Jadakiss,9838,45,4,7/1/2020,yes,Who Got Next 2.0,41,36161
flybeats09,Big Homiie G,exclusive,no,"New project from Big Homiie G ""Big Homiie Status 2"" available now on DatPiff!",yes,1094,NLess Ent,29202,69,4,7/1/2020,yes,Big Homiie Status 2,12,36132
Dablock365,Various Artists,exclusive,no,if you need marketing and blogs or a official website hit up @520promotions on Instagram,yes,126,,983,5,5,7/1/2020,yes,Game Over Vol 4 (series Presented By The Game),51,5320
Dablock365,Various Artists,exclusive,no,if you need marketing and blogs or a official website hit up @520promotions on Instagram,yes,125,,1025,6,4,7/1/2020,yes,Game Over Vol 6 (series Presented By The Game),56,5811
Dablock365,Various Artists,exclusive,no,if you need marketing and blogs or a official website hit up @520promotions on Instagram,yes,138,,1051,9,4,7/1/2020,yes,Game Over Vol 5 (series Presented By The Game),51,6694
Dablock365,Various Artists,exclusive,no,if you need marketing and blogs or a official website hit up @520promotions on Instagram,yes,161,,1085,6,5,7/1/2020,yes,Game Over Vol 3 (series Presented By The Game),49,10922
Dablock365,Various Artists,exclusive,no,"If you need marketing, blogs, and or a official website for your music hit up @520promotions on Instagram",yes,103,,2492,17,2,7/1/2020,yes,Barking To The Streets (Series Presented By Bow Wow),51,12483
flybeats09,Gorilla Zoe,sponsored,no,"New project from Gorilla Zoe ""Don't Feed Da Animals 3"" available now!",yes,2031,,26385,48,3,6/30/2020,yes,Don't Feed Da Animals 3,10,43314
Dablock365,Various Artists,exclusive,no,if you need marketing and blogs or a official website hit up @520promotions on Instagram,yes,292,,2938,11,3,6/29/2020,yes,Game Over Vol 2 (series Presented By The Game),50,11165
